clave_entidad,entidad,clave_municipio,municipio,latitud,longitud
20,Oaxaca,58,Mazatlán Villa de Flores,18.0148776,-96.9070872
20,Oaxaca,59,Miahuatlán de Porfirio Díaz,16.3610815,-96.5850579
20,Oaxaca,60,Mixistlán de la Reforma,17.1729383,-96.0916085
20,Oaxaca,61,Monjas,16.3675,-96.636389
20,Oaxaca,62,Natividad,17.3024195,-96.4250578
20,Oaxaca,63,Nazareno Etla,17.1816587,-96.8286431
20,Oaxaca,64,Nejapa de Madero,16.5631652,-95.9930461
20,Oaxaca,65,Ixpantepec Nieves,17.5037738,-98.018276
20,Oaxaca,66,Santiago Niltepec,16.5198317,-94.5844319
20,Oaxaca,67,Oaxaca de Juárez,17.0965868,-96.7207816
20,Oaxaca,68,Ocotlán de Morelos,16.784699,-96.6681765
20,Oaxaca,69,La Pe,16.6297657,-96.7990999
20,Oaxaca,70,Pinotepa de Don Luis,16.4005818,-97.9615194
20,Oaxaca,71,Pluma Hidalgo,15.9222617,-96.4407883
20,Oaxaca,72,San José del Progreso,16.6756182,-96.6663849
20,Oaxaca,73,Putla Villa de Guerrero,16.7867827,-97.7798491
20,Oaxaca,74,Santa Catarina Quioquitani,16.3175763,-96.2894935
20,Oaxaca,75,Reforma de Pineda,16.3944065,-94.4548383
20,Oaxaca,76,La Reforma,16.6591865,-97.8644987
20,Oaxaca,77,Reyes Etla,17.2095476,-96.8240391
20,Oaxaca,78,Rojas de Cuauhtémoc,17.0054044,-96.6388927
20,Oaxaca,79,Salina Cruz,16.1977789,-95.2131936
20,Oaxaca,80,San Agustín Amatengo,16.5193486,-96.7968251
20,Oaxaca,81,San Agustín Atenango,17.5862665,-98.0009081
20,Oaxaca,82,San Agustín Chayuco,16.4558972,-97.7998817
20,Oaxaca,83,San Agustín de las Juntas,16.9907328,-96.6840338
20,Oaxaca,84,San Agustín Etla,17.2040033,-96.7180817
20,Oaxaca,85,San Agustín Loxicha,15.9683813,-96.6120086
20,Oaxaca,86,San Agustín Tlacotepec,17.2007146,-97.5204024
20,Oaxaca,87,San Agustín Yatareni,17.0804835,-96.6782232
20,Oaxaca,88,San Andrés Cabecera Nueva,16.8253974,-97.7950747
20,Oaxaca,89,San Andrés Dinicuiti,17.6989708,-97.6924919
20,Oaxaca,90,San Andrés Huaxpaltepec,16.3411829,-97.9346252
20,Oaxaca,91,San Andrés Huayápam,17.1314767,-96.6666146
20,Oaxaca,92,San Andrés Ixtlahuaca,17.0588391,-96.8576462
20,Oaxaca,93,San Andrés Lagunas,17.589783,-97.5281489
20,Oaxaca,94,San Andrés Nuxiño,17.2287532,-97.0698313
20,Oaxaca,95,San Andrés Paxtlán,16.2122806,-96.5163659
20,Oaxaca,96,San Andrés Sinaxtla,17.4854117,-97.2733469
20,Oaxaca,97,San Andrés Solaga,17.2745053,-96.2206
20,Oaxaca,98,San Andrés Teotilálpam,17.9511284,-96.6484417
20,Oaxaca,99,San Andrés Tepetlapa,17.6624132,-98.3893777
20,Oaxaca,100,San Andrés Yaá,17.2942204,-96.126444
20,Oaxaca,101,San Andrés Zabache,16.6048095,-96.8639606
20,Oaxaca,102,San Andrés Zautla,17.1829481,-96.9051955
20,Oaxaca,103,San Antonino Castillo Velasco,16.8161497,-96.6951519
20,Oaxaca,104,San Antonino el Alto,16.8222374,-97.0010039
20,Oaxaca,105,San Antonino Monte Verde,17.5238156,-97.7509977
20,Oaxaca,106,San Antonio Acutla,17.7453788,-97.4995761
20,Oaxaca,107,San Antonio de la Cal,17.0281507,-96.6956308
20,Oaxaca,108,San Antonio Huitepec,16.921973,-97.148368
20,Oaxaca,109,San Antonio Nanahuatípam,18.1486675,-97.1604038
20,Oaxaca,110,San Antonio Sinicahua,17.1507241,-97.5753849
20,Oaxaca,111,San Antonio Tepetlapa,16.5344419,-98.0494381
20,Oaxaca,112,San Baltazar Chichicápam,16.761111,-96.489444
20,Oaxaca,113,San Baltazar Loxicha,16.043592,-96.7984646
20,Oaxaca,114,San Baltazar Yatzachi el Bajo,17.2249819,-96.2125639
20,Oaxaca,115,San Bartolo Coyotepec,16.9488631,-96.6931949
20,Oaxaca,116,San Bartolomé Ayautla,18.0583461,-96.6615433
20,Oaxaca,117,San Bartolomé Loxicha,15.9569966,-96.7639811
20,Oaxaca,118,San Bartolomé Quialana,16.8942894,-96.4991689
20,Oaxaca,119,San Bartolomé Yucuañe,17.2105241,-97.455683
20,Oaxaca,120,San Bartolomé Zoogocho,17.2456903,-96.2458771
20,Oaxaca,121,San Bartolo Soyaltepec,17.5692954,-97.3041471
20,Oaxaca,122,San Bartolo Yautepec,16.4260285,-95.9221063
20,Oaxaca,123,San Bernardo Mixtepec,16.8424352,-96.9189578
20,Oaxaca,124,San Blas Atempa,16.3606476,-95.1410512
20,Oaxaca,125,San Carlos Yautepec,16.4222989,-96.0906483
20,Oaxaca,126,San Cristóbal Amatlán,16.3025415,-96.379095
20,Oaxaca,127,San Cristóbal Amoltepec,17.285561,-97.5758573
20,Oaxaca,128,San Cristóbal Lachirioag,17.350044,-96.1774324
20,Oaxaca,129,San Cristóbal Suchixtlahuaca,17.7250231,-97.3842199
20,Oaxaca,130,San Dionisio del Mar,16.3283036,-94.7288601
20,Oaxaca,131,San Dionisio Ocotepec,16.7851967,-96.3060863
20,Oaxaca,132,San Dionisio Ocotlán,16.7504514,-96.6634007
20,Oaxaca,133,San Esteban Atatlahuca,17.0748663,-97.6895501
20,Oaxaca,134,San Felipe Jalapa de Díaz,18.066205,-96.5452513
20,Oaxaca,135,San Felipe Tejalápam,17.0807225,-96.8998187
20,Oaxaca,136,San Felipe Usila,17.8200554,-96.5091885
20,Oaxaca,137,San Francisco Cahuacuá,16.8307574,-97.3399777
20,Oaxaca,138,San Francisco Cajonos,17.1802102,-96.2681554
20,Oaxaca,139,San Francisco Chapulapa,17.9127158,-96.7196529
20,Oaxaca,140,San Francisco Chindúa,17.415136,-97.3181858
20,Oaxaca,141,San Francisco del Mar,16.2073618,-94.5526355
20,Oaxaca,142,San Francisco Huehuetlán,18.2043083,-96.9384342
20,Oaxaca,143,San Francisco Ixhuatán,16.3361982,-94.4755665
20,Oaxaca,144,San Francisco Jaltepetongo,17.3396182,-97.2781273
20,Oaxaca,145,San Francisco Lachigoló,17.0279789,-96.5954258
20,Oaxaca,146,San Francisco Logueche,16.3745543,-96.3844211
20,Oaxaca,147,San Francisco Nuxaño,17.363347,-97.3369711
20,Oaxaca,148,San Francisco Ozolotepec,16.0981858,-96.1969248
20,Oaxaca,149,San Francisco Sola,16.5190304,-96.9028537
20,Oaxaca,150,San Francisco Telixtlahuaca,17.3669531,-96.9258324
20,Oaxaca,151,San Francisco Teopan,17.8983638,-97.5701493
20,Oaxaca,152,San Francisco Tlapancingo,17.4806035,-98.257408
20,Oaxaca,153,San Gabriel Mixtepec,16.0612374,-97.0681822
20,Oaxaca,154,San Ildefonso Amatlán,16.2966829,-96.4574114
20,Oaxaca,155,San Ildefonso Sola,16.5763367,-96.9388023
20,Oaxaca,156,San Ildefonso Villa Alta,17.372504,-96.1068782
20,Oaxaca,157,San Jacinto Amilpas,17.0934661,-96.7578335
20,Oaxaca,158,San Jacinto Tlacotepec,16.518889,-97.386111
20,Oaxaca,159,San Jerónimo Coatlán,16.1945293,-96.9406872
20,Oaxaca,160,San Jerónimo Silacayoapilla,17.809739,-97.846097
20,Oaxaca,161,San Jerónimo Sosola,17.36647,-97.032333
20,Oaxaca,162,San Jerónimo Taviche,16.713727,-96.594024
20,Oaxaca,163,San Jerónimo Tecóatl,18.1462289,-96.9419681
20,Oaxaca,164,San Jorge Nuchita,17.6859837,-98.0925707
20,Oaxaca,165,San José Ayuquila,17.9513758,-97.9755734
20,Oaxaca,166,San José Chiltepec,17.9135767,-96.0972841
20,Oaxaca,167,San José del Peñasco,16.2795458,-96.4920581
20,Oaxaca,168,San José Estancia Grande,16.3768312,-98.2564648
20,Oaxaca,169,San José Independencia,18.2552115,-96.6414744
20,Oaxaca,170,San José Lachiguiri,16.3935208,-96.3257684
20,Oaxaca,171,San José Tenango,18.1644918,-96.6707394
20,Oaxaca,172,San Juan Achiutla,17.3474058,-97.4902179
20,Oaxaca,173,San Juan Atepec,17.4739588,-96.476253
20,Oaxaca,174,Ánimas Trujano,16.9880907,-96.7152425
20,Oaxaca,175,San Juan Bautista Atatlahuca,17.5830094,-96.765344
20,Oaxaca,176,San Juan Bautista Coixtlahuaca,17.716598,-97.2544421
20,Oaxaca,177,San Juan Bautista Cuicatlán,17.7254965,-96.9221941
20,Oaxaca,178,San Juan Bautista Guelache,17.2390971,-96.7506332
20,Oaxaca,179,San Juan Bautista Jayacatlán,17.4320144,-96.8100034
20,Oaxaca,180,San Juan Bautista Lo de Soto,16.5069281,-98.3485763
20,Oaxaca,181,San Juan Bautista Suchitepec,18.0061934,-97.6418259
20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,17.8701824,-96.5909112
20,Oaxaca,183,San Juan Bautista Tlachichilco,17.585565,-98.3512782
20,Oaxaca,184,San Juan Bautista Tuxtepec,18.0874632,-96.1227767
20,Oaxaca,185,San Juan Cacahuatepec,16.655554,-98.1934795
20,Oaxaca,186,San Juan Cieneguilla,17.8749646,-98.3103585
20,Oaxaca,187,San Juan Coatzóspam,18.0657979,-96.7087509
20,Oaxaca,188,San Juan Colorado,16.5017187,-97.9032642
20,Oaxaca,189,San Juan Comaltepec,17.3285434,-95.9379278
20,Oaxaca,190,San Juan Cotzocón,17.3125888,-95.5297384
20,Oaxaca,191,San Juan Chicomezúchil,17.2755334,-96.5033996
20,Oaxaca,192,San Juan Chilateca,16.8275868,-96.6725062
20,Oaxaca,193,San Juan del Estado,17.3357584,-96.7735803
20,Oaxaca,194,San Juan del Río,16.8969181,-96.1473899
20,Oaxaca,195,San Juan Diuxi,17.2794407,-97.3843891
20,Oaxaca,196,San Juan Evangelista Analco,17.3994505,-96.5400653
20,Oaxaca,197,San Juan Guelavía,16.960232,-96.5401491
20,Oaxaca,198,San Juan Guichicovi,17.1049808,-95.2254143
20,Oaxaca,199,San Juan Ihualtepec,17.7678018,-98.290058
20,Oaxaca,200,San Juan Juquila Mixes,16.8679884,-95.8787744
20,Oaxaca,201,San Juan Juquila Vijanos,17.3304137,-96.2982913
20,Oaxaca,202,San Juan Lachao,16.2049967,-97.1205788
20,Oaxaca,203,San Juan Lachigalla,16.5646235,-96.5450552
20,Oaxaca,204,San Juan Lajarcia,16.5121067,-95.9206917
20,Oaxaca,205,San Juan Lalana,17.5121062,-95.8331846
20,Oaxaca,206,San Juan de los Cués,18.0437631,-97.050473
20,Oaxaca,207,San Juan Mazatlán,17.14683,-95.4403533
20,Oaxaca,208,San Juan Mixtepec Distrito 08,17.35,-97.85
20,Oaxaca,209,San Juan Mixtepec Distrito 26,16.276667,-96.299167
20,Oaxaca,210,San Juan Ñumí,17.4368282,-97.7636932
20,Oaxaca,211,San Juan Ozolotepec,16.097754,-96.2686087
20,Oaxaca,212,San Juan Petlapa,17.4891984,-96.0355587
20,Oaxaca,213,San Juan Quiahije,16.3547149,-97.3722385
20,Oaxaca,214,San Juan Quiotepec,17.672524,-96.6358992
20,Oaxaca,215,San Juan Sayultepec,17.4486315,-97.2836456
20,Oaxaca,216,San Juan Tabaá,17.3193348,-96.2184617
20,Oaxaca,217,San Juan Tamazola,17.1171875,-97.1591777
20,Oaxaca,218,San Juan Teita,17.0744385,-97.4285738
20,Oaxaca,219,San Juan Teitipac,16.8902456,-96.594905
20,Oaxaca,220,San Juan Tepeuxila,17.7496076,-96.7342795
20,Oaxaca,221,San Juan Teposcolula,17.5868113,-97.4160236
20,Oaxaca,222,San Juan Yaeé,17.4454107,-96.2769516
20,Oaxaca,223,San Juan Yatzona,17.4113405,-96.182613
20,Oaxaca,224,San Juan Yucuita,17.5217022,-97.2644288
20,Oaxaca,225,San Lorenzo,16.4177455,-97.8853375
20,Oaxaca,226,San Lorenzo Albarradas,16.8887384,-96.2671057
20,Oaxaca,227,San Lorenzo Cacaotepec,17.1259245,-96.8075313
20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,18.2156317,-96.915237
20,Oaxaca,229,San Lorenzo Texmelúcan,16.5346354,-97.1794746
20,Oaxaca,230,San Lorenzo Victoria,17.6250703,-98.1158236
20,Oaxaca,231,San Lucas Camotlán,16.936274,-95.691506
20,Oaxaca,232,San Lucas Ojitlán,18.0345934,-96.3708678
20,Oaxaca,233,San Lucas Quiaviní,16.8827017,-96.4546034
20,Oaxaca,234,San Lucas Zoquiápam,18.11126,-96.9179634
20,Oaxaca,235,San Luis Amatlán,16.4708842,-96.4888862
20,Oaxaca,236,San Marcial Ozolotepec,16.0322597,-96.4041965
20,Oaxaca,237,San Marcos Arteaga,17.7460148,-97.9426641
20,Oaxaca,238,San Martín de los Cansecos,16.6589469,-96.7256237
20,Oaxaca,239,San Martín Huamelúlpam,17.3951089,-97.6130609
20,Oaxaca,240,San Martín Itunyoso,17.2225702,-97.853395
20,Oaxaca,241,San Martín Lachilá,16.6116676,-96.8499042
20,Oaxaca,242,San Martín Peras,17.3724873,-98.2284066
20,Oaxaca,243,San Martín Tilcajete,16.8802012,-96.691099
20,Oaxaca,244,San Martín Toxpalan,18.1101718,-97.0229489
20,Oaxaca,245,San Martín Zacatepec,17.8139158,-98.0657395
20,Oaxaca,246,San Mateo Cajonos,17.1542828,-96.2010743
20,Oaxaca,247,Capulálpam de Méndez,17.306111,-96.446111
20,Oaxaca,248,San Mateo del Mar,16.2132502,-95.0363591
20,Oaxaca,249,San Mateo Yoloxochitlán,18.1426732,-96.8691569
20,Oaxaca,250,San Mateo Etlatongo,17.4234171,-97.2602249
20,Oaxaca,251,San Mateo Nejápam,17.6457147,-98.4298728
20,Oaxaca,252,San Mateo Peñasco,17.1400261,-97.4654617
20,Oaxaca,253,San Mateo Piñas,15.9748127,-96.3455785
20,Oaxaca,254,San Mateo Río Hondo,16.0994661,-96.5699935
20,Oaxaca,255,San Mateo Sindihui,17.0272962,-97.3678541
20,Oaxaca,256,San Mateo Tlapiltepec,17.8039075,-97.4289438
20,Oaxaca,257,San Melchor Betaza,17.2421028,-96.1538809
20,Oaxaca,258,San Miguel Achiutla,17.3098718,-97.4736412
20,Oaxaca,259,San Miguel Ahuehuetitlán,17.6778454,-98.3336844
20,Oaxaca,260,San Miguel Aloápam,17.43189,-96.6968847
20,Oaxaca,261,San Miguel Amatitlán,17.8860164,-98.0308786
20,Oaxaca,262,San Miguel Amatlán,17.1994634,-96.4597455
20,Oaxaca,263,San Miguel Coatlán,16.1692393,-96.6825313
20,Oaxaca,264,San Miguel Chicahua,17.6314715,-97.2043588
20,Oaxaca,265,San Miguel Chimalapa,16.6235675,-94.2705768
20,Oaxaca,266,San Miguel del Puerto,15.951523,-96.0982694
20,Oaxaca,267,San Miguel del Río,17.329677,-96.5764247
20,Oaxaca,268,San Miguel Ejutla,16.5939639,-96.7332638
20,Oaxaca,269,San Miguel el Grande,17.0738218,-97.6031487
20,Oaxaca,270,San Miguel Huautla,17.753632,-97.1446588
20,Oaxaca,271,San Miguel Mixtepec,16.7592122,-96.9601955
20,Oaxaca,272,San Miguel Panixtlahuaca,16.2261572,-97.4346407
20,Oaxaca,273,San Miguel Peras,16.9251756,-97.0252461
20,Oaxaca,274,San Miguel Piedras,16.9781889,-97.2085496
20,Oaxaca,275,San Miguel Quetzaltepec,16.979031,-95.7670793
20,Oaxaca,276,San Miguel Santa Flor,17.9207392,-96.8016664
20,Oaxaca,277,Villa Sola de Vega,16.5716082,-97.1035414
20,Oaxaca,278,San Miguel Soyaltepec,18.2508567,-96.4378787
20,Oaxaca,279,San Miguel Suchixtepec,16.0786301,-96.4570695
20,Oaxaca,280,Villa Talea de Castro,17.370936,-96.2294803
20,Oaxaca,281,San Miguel Tecomatlán,17.3714816,-97.3015452
20,Oaxaca,282,San Miguel Tenango,16.2266258,-95.5569945
20,Oaxaca,283,San Miguel Tequixtepec,17.8305789,-97.3132258
20,Oaxaca,284,San Miguel Tilquiápam,16.7841546,-96.5675754
20,Oaxaca,285,San Miguel Tlacamama,16.4449901,-98.1125601
20,Oaxaca,286,San Miguel Tlacotepec,17.4466833,-98.0119417
20,Oaxaca,287,San Miguel Tulancingo,17.7523142,-97.4421045
20,Oaxaca,288,San Miguel Yotao,17.3467486,-96.357013
20,Oaxaca,289,San Nicolás,16.4329624,-96.7419544
20,Oaxaca,290,San Nicolás Hidalgo,17.7743312,-98.1221595
20,Oaxaca,291,San Pablo Coatlán,16.1537373,-96.7758072
20,Oaxaca,292,San Pablo Cuatro Venados,16.9795181,-96.8873755
20,Oaxaca,293,San Pablo Etla,17.155047,-96.7429206
20,Oaxaca,294,San Pablo Huitzo,17.3152916,-96.8608835
20,Oaxaca,295,San Pablo Huixtepec,16.8149976,-96.8036327
20,Oaxaca,296,San Pablo Macuiltianguis,17.5171247,-96.5256338
20,Oaxaca,297,San Pablo Tijaltepec,17.004351,-97.4725332
20,Oaxaca,298,San Pablo Villa de Mitla,16.9675629,-96.3182467
20,Oaxaca,299,San Pablo Yaganiza,17.1280723,-96.2048952
20,Oaxaca,300,San Pedro Amuzgos,16.6777267,-98.0854854
20,Oaxaca,301,San Pedro Apóstol,16.7428037,-96.7362932
20,Oaxaca,302,San Pedro Atoyac,16.5218902,-97.9653887
20,Oaxaca,303,San Pedro Cajonos,17.1645681,-96.2636542
20,Oaxaca,304,San Pedro Coxcaltepec Cántaros,17.5310987,-97.1451083
20,Oaxaca,305,San Pedro Comitancillo,16.4618061,-95.1615294
20,Oaxaca,306,San Pedro el Alto,16.0228713,-96.4742074
20,Oaxaca,307,San Pedro Huamelula,15.9773002,-95.772035
20,Oaxaca,308,San Pedro Huilotepec,16.2442238,-95.1414011
20,Oaxaca,309,San Pedro Ixcatlán,18.1662091,-96.5468015
20,Oaxaca,310,San Pedro Ixtlahuaca,17.0544019,-96.8208985
20,Oaxaca,311,San Pedro Jaltepetongo,17.6787176,-97.0335428
20,Oaxaca,312,San Pedro Jicayán,16.4644579,-98.0386881
20,Oaxaca,313,San Pedro Jocotipac,17.7488399,-97.0756734
20,Oaxaca,314,San Pedro Juchatengo,16.3160758,-97.1077596
20,Oaxaca,315,San Pedro Mártir,16.7490271,-96.7053512
20,Oaxaca,316,San Pedro Mártir Quiechapa,16.4615978,-96.2571012
20,Oaxaca,317,San Pedro Mártir Yucuxaco,17.4520833,-97.6485909
20,Oaxaca,318,San Pedro Mixtepec Distrito 22,15.9462321,-97.0708389
20,Oaxaca,319,San Pedro Mixtepec Distrito 26,16.271111,-96.2825
20,Oaxaca,320,San Pedro Molinos,17.1018383,-97.5510965
20,Oaxaca,321,San Pedro Nopala,17.8134095,-97.5677745
20,Oaxaca,322,San Pedro Ocopetatillo,18.1850938,-96.9124618
20,Oaxaca,323,San Pedro Ocotepec,16.9755107,-95.8389254
20,Oaxaca,324,San Pedro Pochutla,15.7914326,-96.4300667
20,Oaxaca,325,San Pedro Quiatoni,16.7634006,-96.0276937
20,Oaxaca,326,San Pedro Sochiápam,17.8166423,-96.6386344
20,Oaxaca,327,San Pedro Tapanatepec,16.3037258,-94.2852336
20,Oaxaca,328,San Pedro Taviche,16.6499158,-96.5441469
20,Oaxaca,329,San Pedro Teozacoalco,17.0029524,-97.3025297
20,Oaxaca,330,San Pedro Teutila,17.9778251,-96.6416503
20,Oaxaca,331,San Pedro Tidaá,17.3363265,-97.3897072
20,Oaxaca,332,San Pedro Topiltepec,17.457167,-97.3613927
20,Oaxaca,333,San Pedro Totolápam,16.6661327,-96.3020302
20,Oaxaca,334,Villa de Tututepec,16.071111,-97.623333
20,Oaxaca,335,San Pedro Yaneri,17.4192317,-96.3543452
20,Oaxaca,336,San Pedro Yólox,17.6337647,-96.4623127
20,Oaxaca,337,San Pedro y San Pablo Ayutla,17.0343674,-96.1364531
20,Oaxaca,338,Villa de Etla,17.197111,-96.7962866
20,Oaxaca,339,San Pedro y San Pablo Teposcolula,17.4936148,-97.4712169
20,Oaxaca,340,San Pedro y San Pablo Tequixtepec,18.1006196,-97.7270049
20,Oaxaca,341,San Pedro Yucunama,17.5791452,-97.4797643
20,Oaxaca,342,San Raymundo Jalpan,16.9804902,-96.7551972
20,Oaxaca,343,San Sebastián Abasolo,16.9864137,-96.6391194
20,Oaxaca,344,San Sebastián Coatlán,16.1032775,-96.8699233
20,Oaxaca,345,San Sebastián Ixcapa,16.5292908,-98.1480637
20,Oaxaca,346,San Sebastián Nicananduta,17.5181998,-97.6717297
20,Oaxaca,347,San Sebastián Río Hondo,16.2020378,-96.4203578
20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,17.3475166,-98.0914536
20,Oaxaca,349,San Sebastián Teitipac,16.9479128,-96.6308609
20,Oaxaca,350,San Sebastián Tutla,17.0445044,-96.6776218
20,Oaxaca,351,San Simón Almolongas,16.4121043,-96.7185466
20,Oaxaca,352,San Simón Zahuatlán,17.8368863,-97.9935912
20,Oaxaca,353,Santa Ana,16.3285387,-96.7237589
20,Oaxaca,354,Santa Ana Ateixtlahuaca,18.2198865,-96.8887609
20,Oaxaca,355,Santa Ana Cuauhtémoc,17.9848085,-96.8011673
20,Oaxaca,356,Santa Ana del Valle,17.0161096,-96.4631155
20,Oaxaca,357,Santa Ana Tavela,16.6076102,-95.8792032
20,Oaxaca,358,Santa Ana Tlapacoyan,16.7454432,-96.8669599
20,Oaxaca,359,Santa Ana Yareni,17.3970499,-96.611031
20,Oaxaca,360,Santa Ana Zegache,16.8391864,-96.7305551
20,Oaxaca,361,Santa Catalina Quierí,16.3355806,-96.2570923
20,Oaxaca,362,Santa Catarina Cuixtla,16.2958926,-96.6480744
20,Oaxaca,363,Santa Catarina Ixtepeji,17.2218915,-96.5808073
20,Oaxaca,364,Santa Catarina Juquila,16.1799827,-97.3303513
20,Oaxaca,365,Santa Catarina Lachatao,17.1880141,-96.4970094
20,Oaxaca,366,Santa Catarina Loxicha,16.0668231,-96.7130553
20,Oaxaca,367,Santa Catarina Mechoacán,16.344301,-97.8313176
20,Oaxaca,368,Santa Catarina Minas,16.7891731,-96.6158133
20,Oaxaca,369,Santa Catarina Quiané,16.8801022,-96.730267
20,Oaxaca,370,Santa Catarina Tayata,17.3412206,-97.5514122
20,Oaxaca,371,Santa Catarina Ticuá,17.0555831,-97.5367407
20,Oaxaca,372,Santa Catarina Yosonotú,17.0045392,-97.6714155
20,Oaxaca,373,Santa Catarina Zapoquila,18.0251806,-97.5422547
20,Oaxaca,374,Santa Cruz Acatepec,18.1584018,-96.8824653
20,Oaxaca,375,Santa Cruz Amilpas,17.0475879,-96.684523
20,Oaxaca,376,Santa Cruz de Bravo,17.5723079,-98.2162385
20,Oaxaca,377,Santa Cruz Itundujia,16.7574422,-97.6736665
20,Oaxaca,378,Santa Cruz Mixtepec,16.7811099,-96.8555502
20,Oaxaca,379,Santa Cruz Nundaco,17.15511,-97.7228519
20,Oaxaca,380,Santa Cruz Papalutla,16.9531626,-96.5851818
20,Oaxaca,381,Santa Cruz Tacache de Mina,17.8171786,-98.1664311
20,Oaxaca,382,Santa Cruz Tacahua,16.919583,-97.4630948
20,Oaxaca,383,Santa Cruz Tayata,17.3760836,-97.5779233
20,Oaxaca,384,Santa Cruz Xitla,16.3380484,-96.6689509
20,Oaxaca,385,Santa Cruz Xoxocotlán,17.0097137,-96.7376443
20,Oaxaca,386,Santa Cruz Zenzontepec,16.4705593,-97.4742874
20,Oaxaca,387,Santa Gertrudis,16.7764752,-96.7838597
20,Oaxaca,388,Santa Inés del Monte,16.9223441,-96.8545214
20,Oaxaca,389,Santa Inés Yatzeche,16.8075874,-96.7588285
20,Oaxaca,390,Santa Lucía del Camino,17.0677241,-96.6734383
20,Oaxaca,391,Santa Lucía Miahuatlán,16.179653,-96.6182327
20,Oaxaca,392,Santa Lucía Monteverde,16.9553291,-97.7213274
20,Oaxaca,393,Santa Lucía Ocotlán,16.7267842,-96.6678572
20,Oaxaca,394,Santa María Alotepec,17.0848695,-95.8303593
20,Oaxaca,395,Santa María Apazco,17.6259837,-97.0793983
20,Oaxaca,396,Santa María la Asunción,18.1030583,-96.8192768
20,Oaxaca,397,Heroica Ciudad de Tlaxiaco,17.269444,-97.679167
20,Oaxaca,398,Ayoquezco de Aldama,16.6684533,-96.8895949
20,Oaxaca,399,Santa María Atzompa,17.0852576,-96.7926867
20,Oaxaca,400,Santa María Camotlán,17.8663834,-97.6406013
20,Oaxaca,401,Santa María Colotepec,15.851434,-96.9396029
20,Oaxaca,402,Santa María Cortijo,16.450833,-98.285556
20,Oaxaca,403,Santa María Coyotepec,16.9716988,-96.7108042
20,Oaxaca,404,Santa María Chachoápam,17.5737627,-97.2399909
20,Oaxaca,405,Villa de Chilapa de Díaz,17.5949605,-97.6503227
20,Oaxaca,406,Santa María Chilchotla,18.2889407,-96.7389577
20,Oaxaca,407,Santa María Chimalapa,16.9403229,-94.3589206
20,Oaxaca,408,Santa María del Rosario,17.3428461,-97.6062218
20,Oaxaca,409,Santa María del Tule,17.0304149,-96.6307598
20,Oaxaca,410,Santa María Ecatepec,16.221922,-95.9812246
20,Oaxaca,411,Santa María Guelacé,16.9924484,-96.6151611
20,Oaxaca,412,Santa María Guienagati,16.7818774,-95.28684
20,Oaxaca,413,Santa María Huatulco,15.8220916,-96.2059859
20,Oaxaca,414,Santa María Huazolotitlán,16.1915084,-97.9238983
20,Oaxaca,415,Santa María Ipalapa,16.62253,-97.9910779
20,Oaxaca,416,Santa María Ixcatlán,17.8499223,-97.1605193
20,Oaxaca,417,Santa María Jacatepec,17.8679548,-96.2039776
20,Oaxaca,418,Santa María Jalapa del Marqués,16.5089544,-95.4662238
20,Oaxaca,419,Santa María Jaltianguis,17.3614791,-96.5435516
20,Oaxaca,420,Santa María Lachixío,16.7368149,-97.0371169
20,Oaxaca,421,Santa María Mixtequilla,16.4219627,-95.2744823
20,Oaxaca,422,Santa María Nativitas,17.6416419,-97.3327358
20,Oaxaca,423,Santa María Nduayaco,17.4033141,-97.5033841
20,Oaxaca,424,Santa María Ozolotepec,16.097647,-96.3536836
20,Oaxaca,425,Santa María Pápalo,17.7976246,-96.8067923
20,Oaxaca,426,Santa María Peñoles,17.0559684,-97.0711475
20,Oaxaca,427,Santa María Petapa,16.8988717,-95.1252577
20,Oaxaca,428,Santa María Quiegolani,16.305372,-96.0437514
20,Oaxaca,429,Santa María Sola,16.5668187,-97.0235558
20,Oaxaca,430,Santa María Tataltepec,17.1365139,-97.3988579
20,Oaxaca,431,Santa María Tecomavaca,17.9516694,-97.079557
20,Oaxaca,432,Santa María Temaxcalapa,17.3766618,-96.1638511
20,Oaxaca,433,Santa María Temaxcaltepec,16.167922,-97.1966588
20,Oaxaca,434,Santa María Teopoxco,18.17644,-96.973216
20,Oaxaca,435,Santa María Tepantlali,16.9426263,-95.989072
20,Oaxaca,436,Santa María Texcatitlán,17.719494,-97.0481918
20,Oaxaca,437,Santa María Tlahuitoltepec,17.1259125,-96.0290761
20,Oaxaca,438,Santa María Tlalixtac,17.9165994,-96.7408553
20,Oaxaca,439,Santa María Tonameca,15.7812346,-96.6836154
20,Oaxaca,440,Santa María Totolapilla,16.6254194,-95.6187578
20,Oaxaca,441,Santa María Xadani,16.3690247,-95.0190381
20,Oaxaca,442,Santa María Yalina,17.2641881,-96.2869405
20,Oaxaca,443,Santa María Yavesía,17.2032898,-96.4100609
20,Oaxaca,444,Santa María Yolotepec,16.8836299,-97.4643798
20,Oaxaca,445,Santa María Yosoyúa,17.1083161,-97.4992243
20,Oaxaca,446,Santa María Yucuhiti,17.0270533,-97.8014821
20,Oaxaca,447,Santa María Zacatepec,16.7680209,-97.981709
20,Oaxaca,448,Santa María Zaniza,16.6332195,-97.3474701
